"","PTH_g","PTH_p","D3_p","FGF_p","Ca_p","Ca_f","Ca_b","PO4_p","PO4_f","PO4_b","PO4_c","CaHPO4_p","CaH2PO4_p","CPP_p","CaHPO4_f","CaH2PO4_f","CaProt_p","NaPO4_p","Ca_tot","PO4_tot","EGTA_p","CaEGTA_p"
"1",52212.6087730569,0.401636317436607,3430.96913479457,23.2427383681041,2.05154828974457,3.12343953331389,279.309958624461,0.945744142062095,0.506799423833081,88.2446482030736,1.77322669634131,0.115322144533028,0.00406675188413527,0.0118412874367777,0.094103263668052,0.00331848342202493,2.27643333718403,0.584574128970582,4.17211181078241,1.98444845488664,0,0
