"","Abs_int_change","U_Ca_change","U_PO4_change","Res_change","Ac_Ca_change","Ac_PO4_change","Reabs_Ca_change","Reabs_PO4_change","Ca_pf_change","PO4_pf_change","Ca_fp_change","PO4_fp_change","PO4_pc_change","PO4_cp_change","PTHg_synth_change","PTHg_deg_change","PTHg_exo_change","PTHp_deg_change"
"1",-0.00133212449216475,-0.0135740520260001,-0.00517695353956315,0.00550366001131685,0.000247674405153134,0.00246836276683334,-0.00463952226149429,-0.00324648499688342,0.000489243859097938,-0.00204685102409164,0.00024767440512781,0.00246836276682842,-0.00204685102409859,0.000752107228646392,-0.00387600454791569,0.00630891901206812,-0.0112553288985349,0.0503810826507863
