"","PTH_g","PTH_p","D3_p","FGF_p","Ca_p","Ca_f","Ca_b","PO4_p","PO4_f","PO4_b","PO4_c","CaHPO4_p","CaH2PO4_p","CPP_p","CaHPO4_f","CaH2PO4_f","CaProt_p","NaPO4_p","Ca_tot","PO4_tot","EGTA_p","CaEGTA_p"
"1",536.407163768036,0.243446328145703,0.708899499542378,4.9300000000001,0.695793617379871,1.05933933849388,289.342588368956,1.23669041585042,0.662709983082683,101.690376661555,2.31881703169629,0.0511444769808592,0.00180357293015262,0.00525151925412956,0.0417343912771445,0.00147173307475654,0.882726807166423,0.764410997131242,1.34961999371141,2.38220098214677,0,0
