"","PTH_g","PTH_p","D3_p","FGF_p","Ca_p","Ca_f","Ca_b","PO4_p","PO4_f","PO4_b","PO4_c","CaHPO4_p","CaH2PO4_p","CPP_p","CaHPO4_f","CaH2PO4_f","CaProt_p","NaPO4_p","Ca_tot","PO4_tot","EGTA_p","CaEGTA_p"
"1",515.915169364118,0.00397042635508138,1461.92617285272,25.3337407792577,1.71020100044328,2.60376622892459,295.278505778431,1.14633769338327,0.614292303690962,90.8807303779351,2.14938317804532,0.116413743350791,0.00412476501740031,0.0119548564764044,0.094994782741542,0.0033658496446347,1.95951821864912,0.708344738497554,3.51511258393703,2.31007579672542,0,0
