"","Abs_int_change","U_Ca_change","U_PO4_change","Res_change","Ac_Ca_change","Ac_PO4_change","Reabs_Ca_change","Reabs_PO4_change","Ca_pf_change","PO4_pf_change","Ca_fp_change","PO4_fp_change","PO4_pc_change","PO4_cp_change"
"1",0.00556572897175017,-0.0319184087845783,0.0548061649429082,0.0285226027178766,-0.0037075733515571,-0.00958001995696043,-0.00261288418392072,-0.00577478600075542,-0.00334923810672066,-0.0141572232443976,-0.00370757335155233,-0.00958001995695969,-0.0141572232444011,-0.00294463586847359
