"","time","PTH_g","PTH_p","D3_p","FGF_p","Ca_p","Ca_f","Ca_b","PO4_p","PO4_f","PO4_b","PO4_c","CaHPO4_p","CaH2PO4_p","CPP_p","CaHPO4_f","CaH2PO4_f","CaProt_p","NaPO4_p","Ca_tot","PO4_tot","EGTA_p","CaEGTA_p","U_Ca","U_PO4","Abs_int_Ca","Abs_int_PO4","Res_Ca","Res_PO4","Ac_Ca","Ac_PO4","Reabs_Ca","Reabs_PO4","Ca_pf","Ca_fp","PO4_pf","PO4_fp","PO4_pc","PO4_cp"
"107",106,1287.73227249264,0.068805232169743,564.289199101108,16.7820745490654,1.20605735361862,1.83626043182585,250.065472227622,1.47826780199276,0.792165350750043,90.0106170918896,2.77188659886671,0.105968889893579,0.00373691613516397,0.0108808950352001,0.0864740080794913,0.00304944325068285,1.45176215810637,0.913732450849493,2.49130621278895,2.8354869539062,0,0,3.90639260630084e-05,0.000397035504780494,0.000983006072923518,0.000823381640312562,0.00039228738180971,0.000117686214542913,0.00100994323750422,0.000217845471456262,0.00259246239323173,0.0046063766129615,0.00530665235592195,0.00429684941047248,0.199566153269023,0.199348410516248,0.00277175212873643,0.00277188659886671
"108",107,1287.73150266463,0.0688052036381382,564.289397639654,16.7820842898903,1.20605734746783,1.83626030758106,250.066089883414,1.47826763842119,0.79216526382124,90.0107172511256,2.77188646431055,0.105968877627604,0.00373691570261334,0.0108808937760344,0.0864739927392184,0.00304944270971927,1.45176215159813,0.913732349744354,2.49130618617221,2.83548667527179,0,0,3.90639278575634e-05,0.00039703602505351,0.000983006244351728,0.000823381720831872,0.000392287441391662,0.000117686232417498,0.00100994316916958,0.000217845447550841,0.00259246235373853,0.00460637553793801,0.00530665232885844,0.00429684911973968,0.199566131186861,0.199348388640615,0.00277175182203973,0.00277188646431055
"109",108,1287.73074268235,0.0688051752954146,564.289595919948,16.7820940304689,1.20605734148164,1.83626018367197,250.066707539078,1.47826747452055,0.792165176713896,90.0108174103199,2.77188632958202,0.105968865352505,0.00373691526974092,0.0108808925159398,0.0864739773952655,0.00304944216862591,1.45176214526406,0.913732248435817,2.49130615988389,2.83548639609456,0,0,3.90639296432515e-05,0.000397036545191365,0.000983006415556905,0.000823381801246425,0.00039228750102662,0.000117686250307986,0.00100994310101958,0.000217845423596321,0.00259246231456452,0.00460637446196587,0.00530665230251921,0.0042968488297924,0.199566109060275,0.199348366720052,0.00277175151472604,0.00277188632958202
"110",109,1287.72999216302,0.0688051471278158,564.289793942674,16.7821037705974,1.20605733565679,1.83626006009827,250.067325194614,1.47826731029189,0.792165089428535,90.0109175694722,2.77188619468069,0.105968853068068,0.00373691483653919,0.0108808912548935,0.0864739620476758,0.0030494416274043,1.45176213910071,0.91373214692452,2.49130613391701,2.83548611637591,0,0,3.90639314213128e-05,0.000397037065179508,0.00098300658653964,0.000823381881556498,0.000392287560703042,0.000117686268210913,0.00100994303305405,0.000217845399592847,0.00259246227570149,0.00460637338506253,0.00530665227688989,0.00429684854062994,0.199566086889405,0.199348344754691,0.00277175120679729,0.00277188619468069
"111",110,1287.72925073879,0.0688051191223313,564.289991708474,16.7821135100757,1.20605732999004,1.83625993685965,250.067942850023,1.47826714573622,0.792165001965673,90.0110177285826,2.77188605960611,0.10596884077408,0.00373691440300069,0.0108808899928739,0.0864739466964911,0.00304944108605591,1.45176213310464,0.913732045211098,2.49130610826465,2.83548583611727,0,0,3.90639331929109e-05,0.000397037585003728,0.000983006757300487,0.00082338196176235,0.000392287620410008,0.000117686286123002,0.00100994296527281,0.00021784537554056,0.00259246223714134,0.00460637230724507,0.00530665225195619,0.00429684825225159,0.19956606467439,0.199348322744661,0.00277175089825541,0.00277188605960611
"112",111,1287.72851805617,0.0688050912663584,564.29018921795,16.7821232487065,1.20605732447832,1.8362598139558,250.068560505304,1.4782669808546,0.79216491432584,90.011117887651,2.77188592435784,0.105968828470349,0.00373691396911858,0.0108808887298603,0.086473931341754,0.00304944054458226,1.45176212727261,0.913731943296204,2.49130608292027,2.83548555532013,0,0,3.90639349591766e-05,0.000397038104650103,0.000983006927839967,0.000823382041864227,0.000392287680136934,0.00011768630404108,0.00100994289767569,0.000217845351439606,0.00259246219887641,0.00460637122853044,0.00530665222770463,0.00429684796465658,0.199566042415371,0.199348300690098,0.00277175058910238,0.00277188592435784
"113",112,1287.72779377547,0.068805063547889,564.290386471669,16.7821329862961,1.20605731911863,1.83625969138638,250.069178160458,1.47826681564812,0.792164826509577,90.0112180466774,2.77188578893545,0.105968816156688,0.00373691353488631,0.0108808874658334,0.0864739159835077,0.00304944000298485,1.45176212160145,0.913731841180506,2.49130605787749,2.83548527398603,0,0,3.90639367211838e-05,0.000397038624105026,0.000983007098158569,0.000823382121862358,0.000392287739873731,0.000117686321962119,0.00100994283026251,0.000217845327290134,0.00259246216089923,0.00460637014893537,0.00530665220412198,0.00429684767784413,0.199566020112496,0.199348278591135,0.00277175027934022,0.00277188578893545
"114",113,1287.72707757029,0.0688050359554943,564.29058347016,16.7821427226538,1.20605731390803,1.83625956915102,250.069795815485,1.47826665011785,0.792164738517442,90.0113182056617,2.77188565333851,0.105968803832916,0.0037369131002975,0.0108808862007745,0.0864739006217963,0.00304943946126525,1.45176211608804,0.913731738864672,2.49130603313007,2.83548499211651,0,0,3.90639384799472e-05,0.000397039143355187,0.000983007268256749,0.000823382201756958,0.000392287799610793,0.000117686339883238,0.00100994276303306,0.000217845303092297,0.00259246212320255,0.00460636906847628,0.00530665218119535,0.00429684739181339,0.199565997765909,0.199348256447914,0.00277174996897096,0.00277188565333851
"115",114,1287.72636912693,0.0688050084781148,564.290780213919,16.782152457592,1.20605730884375,1.83625944724938,250.070413470385,1.47826648426492,0.792164650349991,90.0114183646038,2.77188551756657,0.105968791498871,0.00373691266534639,0.0108808849346662,0.0864738852566635,0.003049438919425,1.45176211072944,0.913731636349399,2.49130600867207,2.8354847097132,0,0,3.90639402364554e-05,0.000397039662387555,0.000983007438134938,0.000823382281548228,0.000392287859338817,0.000117686357801645,0.00100994269598716,0.000217845278846247,0.00259246208577947,0.00460636798716951,0.00530665215891248,0.00429684710656354,0.199565975375764,0.199348234260575,0.00277174965799672,0.00277188551756657
"116",115,1287.72566814396,0.0688049811052486,564.290976703409,16.7821621909262,1.20605730392303,1.83625932568107,250.071031125158,1.47826631809041,0.792164562007777,90.0115185235037,2.77188538161922,0.105968779154388,0.00373691223002722,0.0108808836674918,0.0864738698881526,0.00304943837746562,1.45176210552276,0.913731533635357,2.4913059844977,2.83548442677767,0,0,3.90639419916385e-05,0.000397040181189364,0.000983007607793534,0.000823382361236357,0.000392287919048965,0.00011768637571469,0.00100994262912459,0.000217845254552139,0.00259246204862325,0.004606366905031,0.00530665213726132,0.00429684682209371,0.199565952942205,0.199348212029257,0.00277174934641952,0.00277188538161922
"117",116,1287.72497433173,0.0688049538265763,564.291172939062,16.7821719224748,1.20605729914337,1.83625920444573,250.071648779805,1.47826615159544,0.792164473491374,90.0116186823614,2.77188524549603,0.105968766799327,0.00373691179433501,0.0108808823992359,0.0864738545163082,0.00304943783538868,1.45176210046533,0.913731430723231,2.4913059606016,2.83548414331157,0,0,3.90639437464235e-05,0.000397040699748078,0.00098300777723291,0.000823382440821518,0.000392287978732546,0.000117686393619764,0.00100994256244515,0.000217845230210128,0.00259246201172764,0.00460636582207659,0.00530665211623082,0.00429684653840301,0.199565930465384,0.199348189754104,0.00277174903424145,0.00277188524549603
"118",117,1287.72428741191,0.0688049266322297,564.29136892128,16.7821816520591,1.20605729450232,1.83625908354296,250.072266434325,1.47826598478116,0.792164384801372,90.0117188411769,2.77188510919657,0.105968754433555,0.0037369113582651,0.0108808811298847,0.0864738391411762,0.00304943729319581,1.45176209555456,0.913731327613735,2.49130593697859,2.8354838593166,0,0,3.90639455016954e-05,0.000397041218051438,0.000983007946453414,0.000823382520303876,0.00039228803838124,0.000117686411514372,0.00100994249594863,0.000217845205820377,0.00259246197508658,0.00460636473832199,0.0053066520958102,0.00429684625549052,0.199565907945456,0.199348167435265,0.00277174872146467,0.00277188510919657
"119",118,1287.72360711707,0.068804899513022,564.291564650435,16.7821913795032,1.20605728999739,1.83625896297236,250.07288408872,1.4782658176487,0.792164295938342,90.01181899995,2.77188497272043,0.105968742056935,0.00373691092181263,0.0108808798594244,0.0864738237628005,0.00304943675088855,1.45176209078782,0.913731224307569,2.49130591362339,2.83548357479444,0,0,3.90639472582615e-05,0.000397041736087471,0.000983008115455366,0.000823382599683581,0.000392288097987303,0.000117686429396191,0.0010099424296348,0.000217845181383044,0.00259246193869401,0.00460636365378256,0.00530665207598851,0.00429684597335533,0.199565885382574,0.199348145072884,0.00277174840809131,0.00277188497272043
"120",119,1287.7229331902,0.0688048724602368,564.291760126872,16.782201104634,1.20605728562613,1.83625884273352,250.073501742989,1.47826565019922,0.792164206902879,90.0119191586809,2.77188483606718,0.105968729669335,0.00373691048497296,0.0108808785878412,0.0864738083812262,0.0030494362084685,1.45176208616252,0.913731120805453,2.49130589053081,2.83548328974683,0,0,3.90639490168825e-05,0.00039704225384447,0.000983008284239067,0.000823382678960774,0.000392288157543385,0.000117686447263015,0.00100994236350344,0.000217845156898292,0.00259246190254399,0.0046063625684735,0.00530665205675496,0.00429684569199644,0.199565862776895,0.19934812266711,0.00277174809412354,0.00277188483606718
"121",120,1287.72226538434,0.0688048454652713,564.29195535091,16.7822108272812,1.2060572813863,1.83625872282601,250.074119397132,1.47826548243391,0.792164117695589,90.0120193173693,2.7718846992364,0.105968717270642,0.00373691004774211,0.0108808773151226,0.0864737929964988,0.00304943566593725,1.45176208167629,0.913731017108114,2.4913058676961,2.83548300417553,0,0,3.90639507783233e-05,0.000397042771310924,0.000983008452804791,0.000823382758135583,0.00039228821704222,0.000117686465112666,0.0010099422975543,0.000217845132366287,0.00259246186663104,0.00460636148240989,0.0053066520380997,0.00429684541141285,0.199565840128578,0.199348100218095,0.00277174777956358,0.0027718846992364
"122",121,1287.72160346217,0.0688048185198787,564.292150322845,16.782220547277,1.20605727727573,1.83625860324939,250.07473705115,1.47826531435391,0.792164028317067,90.0121194760154,2.77188456222769,0.105968704860748,0.00373690961011628,0.0108808760412576,0.0864737776086635,0.00304943512329641,1.45176207732683,0.913730913216263,2.49130584511468,2.8354827180823,0,0,3.90639525433147e-05,0.000397043288475541,0.000983008621152793,0.00082338283720813,0.000392288276476841,0.000117686482943052,0.00100994223178716,0.000217845107787193,0.00259246183094987,0.00460636039560654,0.0053066520200132,0.00429684513160356,0.199565817437778,0.19934807772599,0.00277174746441358,0.00277188456222769
"123",122,1287.72094719567,0.0688047916161055,564.292345042947,16.7822302644562,1.20605727329236,1.83625848400323,250.075354705043,1.47826514596044,0.792163938767934,90.012219634619,2.77188442504064,0.10596869243956,0.00373690917209214,0.010880874766236,0.0864737622177679,0.00304943458054764,1.45176207311196,0.91373080913065,2.49130582278221,2.83548243146897,0,0,3.90639543125621e-05,0.000397043805327267,0.000983008789283307,0.000823382916178523,0.000392288335840521,0.000117686500752156,0.00100994216620178,0.000217845083161182,0.00259246179549545,0.00460635930807821,0.00530665200248636,0.00429684485256756,0.199565794704659,0.199348055190951,0.00277174714867582,0.00277188442504064
"124",123,1287.72029636574,0.0688047647465748,564.292539511463,16.7822399786565,1.20605726943407,1.83625836508709,250.075972358811,1.47826497725469,0.792163849048806,90.0123197931802,2.77188428767483,0.105968680006977,0.00373690873366618,0.0108808734900478,0.0864737468238576,0.00304943403769257,1.45176206902944,0.913730704852017,2.4913058006942,2.8354821443374,0,0,3.90639560867081e-05,0.000397044321855304,0.000983008957196546,0.000823382995046862,0.000392288395127018,0.000117686518538105,0.0010099421007979,0.000217845058488422,0.00259246176026271,0.00460635821983939,0.00530665198550989,0.00429684457430379,0.199565771929383,0.199348032613132,0.00277174683235254,0.00277188428767483
"125",124,1287.71965076186,0.0688047379039761,564.292733728617,16.7822496897176,1.20605726569894,1.83625824650052,250.076590012454,1.47826480823787,0.792163759160304,90.0124199516989,2.77188415012986,0.105968667562916,0.00373690829483548,0.010880872212684,0.0864737314269796,0.00304943349473284,1.45176206507724,0.91373060038111,2.49130577884662,2.83548185668942,0,0,3.90639578664007e-05,0.000397044838049025,0.000983009124892704,0.00082338307381324,0.00039228845433014,0.000117686536299042,0.00100994203557528,0.000217845033769084,0.00259246172524698,0.00460635713090445,0.00530665196907533,0.00429684429681121,0.199565749112113,0.19934800999269,0.00277174651544601,0.00277188415012986
"126",125,1287.71901018173,0.06880471108154,564.292927694615,16.7822593974819,1.206057262085,1.83625812824303,250.077207665973,1.47826463891119,0.79216366910305,90.0125201101751,2.77188401240533,0.105968655107291,0.00373690785559696,0.0108808709341356,0.0864737160271792,0.00304943295167006,1.45176206125327,0.913730495718671,2.49130575723529,2.83548156852689,0,0,3.90639596522276e-05,0.000397045353898041,0.00098300929237196,0.000823383152477739,0.000392288513444151,0.000117686554033245,0.00100994197053367,0.000217845009003339,0.00259246169044354,0.00460635604128746,0.00530665195317399,0.00429684402008869,0.199565726253011,0.199347987329783,0.00277174619795849,0.00277188401240533
"127",126,1287.71837443098,0.0688046842728359,564.293121409641,16.7822691017944,1.20605725859031,1.83625801031417,250.077825319368,1.47826446927586,0.792163578877679,90.0126202686088,2.77188387450083,0.105968642640019,0.00373690741594772,0.0108808696543942,0.0864737006245039,0.00304943240850589,1.45176205755548,0.913730390865451,2.49130573585616,2.83548127985167,0,0,3.90639614447417e-05,0.000397045869392182,0.000983009459634471,0.000823383231040433,0.000392288572463598,0.000117686571739079,0.00100994190567279,0.000217844984191362,0.00259246165584782,0.00460635495100237,0.00530665193779738,0.00429684374413516,0.199565703352241,0.199347964624568,0.00277174587989224,0.00277188387450083
"128",127,1287.71774332282,0.068804657471364,564.293314873861,16.782278802502,1.20605725521319,1.83625789271346,250.07844297264,1.47826429933313,0.792163488484841,90.012720427,2.77188373641598,0.105968630161041,0.00373690697588567,0.0108808683734526,0.0864736852190023,0.00304943186524205,1.45176205398208,0.913730285822227,2.49130571470565,2.83548099066574,0,0,3.90639632445218e-05,0.000397046384521435,0.000983009626680382,0.000823383309501391,0.00039228863138296,0.000117686589414888,0.00100994184099241,0.000217844959333331,0.00259246162145571,0.00460635386006314,0.00530665192293803,0.00429684346894951,0.199565680409973,0.19934794187721,0.00277174556124963,0.00277188373641598
"129",128,1287.71711667782,0.0688046306709648,564.293508087422,16.7822884994544,1.20605725195194,1.83625777544043,250.079060625788,1.47826412908429,0.792163397925182,90.0128205853487,2.77188359815037,0.105968617670301,0.00373690653540885,0.0108808670913051,0.0864736698107224,0.00304943132188024,1.4517620505313,0.913730180589789,2.49130569378026,2.83548070097109,0,0,3.90639650521095e-05,0.000397046899275996,0.000983009793509819,0.000823383387860673,0.000392288690197002,0.000117686607059101,0.00100994177649224,0.000217844934429425,0.0025924615872632,0.00460635276848358,0.00530665190858856,0.0042968431945306,0.199565657426379,0.199347919087872,0.00277174524203304,0.00277188359815037
"130",129,1287.71649432356,0.0688046038661035,564.293701050453,16.7822981925032,1.20605724880479,1.83625765849457,250.079678278813,1.47826395853053,0.792163307199346,90.0129207436547,2.77188345970361,0.105968605167727,0.00373690609451472,0.0108808658079453,0.086473654399711,0.00304943077842211,1.45176204720123,0.913730075168878,2.49130567307621,2.83548041076959,0,0,3.90639668679739e-05,0.000397047413646274,0.000983009960122895,0.000823383466118329,0.000392288748901017,0.000117686624670305,0.00100994171217201,0.00021784490947982,0.00259246155326608,0.00460635167627703,0.00530665189474106,0.00429684292087729,0.199565634401622,0.199347896256716,0.00277174492224475,0.00277188345970361
"131",130,1287.71587609436,0.0688045770513643,564.293893763068,16.7823078815024,1.20605724577004,1.83625754187539,250.080295931714,1.47826378767313,0.79216321630799,90.0130209019183,2.77188332107532,0.105968592653263,0.00373690565320131,0.0108808645233665,0.0864736389860167,0.00304943023486936,1.45176204399011,0.913729969560282,2.49130565258999,2.83548012006324,0,0,3.9063968692578e-05,0.000397047927622873,0.000983010126519708,0.000823383544274408,0.000392288807490395,0.000117686642247119,0.00100994164803146,0.000217844884484697,0.00259246151946043,0.00460635058345688,0.00530665188138818,0.00429684264798841,0.199565611335872,0.199347873383906,0.00277174460188712,0.00277188332107532
"132",131,1287.71526183104,0.0688045502213858,564.294086225366,16.782317566308,1.20605724284617,1.83625742558238,250.080913584494,1.47826361651336,0.792163125251769,90.0131210601392,2.77188318226511,0.105968580126867,0.00373690521146709,0.0108808632375636,0.0864736235696869,0.00304942969122368,1.4517620408963,0.913729863764789,2.49130563231837,2.83547982885404,0,0,3.90639705263899e-05,0.00039704844119654,0.000983010292700343,0.000823383622328949,0.000392288865960566,0.00011768665978817,0.00100994158407031,0.000217844859444237,0.00259246148584261,0.00460634949003642,0.00530665186852314,0.00429684237586277,0.199565588229303,0.199347850469608,0.00277174428096255,0.00277188318226511
"133",132,1287.71465138066,0.0688045233710954,564.294278437428,16.7823272467785,1.20605724003166,1.83625730961504,250.081531237151,1.47826344505248,0.792163034031351,90.0132212183176,2.77188304327259,0.105968567588495,0.00373690476931056,0.0108808619505325,0.0864736081507707,0.00304942914748679,1.45176203791821,0.913729757783179,2.49130561225821,2.835479537144,0,0,3.9063972369848e-05,0.000397048954358203,0.000983010458664871,0.000823383700281985,0.000392288924307202,0.000117686677292161,0.00100994152028827,0.000217844834358621,0.00259246145240907,0.00460634839602873,0.00530665185613929,0.0042968421044992,0.199565565082085,0.199347827513989,0.0027717439594734,0.00277188304327259
"134",133,1287.71404459627,0.0688044964956567,564.294470399323,16.7823369227741,1.20605723732503,1.83625719397286,250.082148889686,1.47826327329181,0.792162942647406,90.0133213764533,2.77188290409738,0.105968555038111,0.00373690432673046,0.0108808606622694,0.0864735927293173,0.00304942860366042,1.45176203505428,0.91372965161626,2.49130559240643,2.83547924493518,0,0,3.9063974223368e-05,0.00039704946709898,0.000983010624413351,0.000823383778133544,0.000392288982526171,0.000117686694757851,0.00100994145668507,0.000217844809228037,0.00259246141915638,0.00460634730144684,0.00530665184423014,0.00429684183389648,0.199565541894394,0.19934780451722,0.00277174363742214,0.00277188290409738
"135",134,1287.71344133672,0.0688044695905718,564.294662111106,16.7823465941574,1.20605723472481,1.83625707865531,250.082766542099,1.47826310123263,0.792162851100617,90.0134215345465,2.77188276473911,0.105968542475678,0.00373690388372545,0.0108808593727704,0.0864735773053767,0.00304942805974634,1.45176203230293,0.913729545264833,2.49130557275992,2.83547895222964,0,0,3.906397608733e-05,0.000397049979410173,0.00098301078994583,0.000823383855883647,0.000392289040613627,0.000117686712184088,0.00100994139326042,0.00021784478405267,0.0025924613860811,0.00460634620630356,0.00530665183278917,0.00429684156405342,0.199565518666405,0.19934778147947,0.00277174331481118,0.00277188276473911
"136",135,1287.71284146637,0.0688044426513596,564.294853572818,16.7823562607927,1.20605723222964,1.83625696366188,250.083384194391,1.47826292887624,0.792162759391656,90.0135216925971,2.7718826251974,0.10596852990117,0.00373690344029461,0.0108808580820323,0.0864735618789981,0.0030494275157463,1.45176202966273,0.913729438729693,2.49130555331588,2.83547865902943,0,0,3.90639779621199e-05,0.000397050491283204,0.000983010955262346,0.000823383933532314,0.000392289098565735,0.00011768672956972,0.00100994133001404,0.000217844758832705,0.0025924613531801,0.00460634511061159,0.00530665182181043,0.0042968412949688,0.199565495398292,0.19934775840091,0.00277174299164295,0.0027718826251974
"137",136,1287.7122448549,0.0688044156738948,564.295044784488,16.7823659225465,1.20605722983814,1.83625684899204,250.084001846562,1.47826275622391,0.792162667521199,90.013621850605,2.77188248547188,0.105968517314557,0.00373690299643689,0.0108808567900522,0.0864735464502296,0.00304942697166197,1.45176202713223,0.913729332011635,2.49130553407142,2.83547836533659,0,0,3.90639798480856e-05,0.000397051002709685,0.000983011120362922,0.000823384011079554,0.000392289156378957,0.000117686746913687,0.00100994126694562,0.00021784473356833,0.00259246132045018,0.0046063440143834,0.00530665181128781,0.00429684102664136,0.199565472090228,0.19934773528171,0.00277174266791984,0.00277188248547188
"138",137,1287.71165137713,0.0688043886541308,564.295235746135,16.7823755792871,1.20605722754901,1.83625673464525,250.084619498612,1.47826258327699,0.792162575489935,90.0137220085704,2.77188234556217,0.105968504715821,0.00373690255215166,0.0108808554968279,0.086473531019122,0.00304942642749515,1.45176202471005,0.913729225111481,2.49130551502387,2.83547807115327,0,0,3.90639817455706e-05,0.00039705151368138,0.000983011285247574,0.000823384088525376,0.00039228921404982,0.000117686764214946,0.00100994120405489,0.000217844708259732,0.0025924612878884,0.0046063429176315,0.00530665180121566,0.00429684075906987,0.199565448742393,0.199347712122042,0.00277174234364435,0.00277188234556217
"139",138,1287.7110609128,0.0688043615882828,564.295426457763,16.782385230885,1.20605722536097,1.83625662062097,250.085237150542,1.47826241003676,0.792162483298547,90.0138221664931,2.77188220546792,0.105968492104941,0.00373690210743821,0.0108808542023574,0.0864735155857245,0.00304942588324758,1.45176202239483,0.913729118030033,2.49130549617055,2.83547777648153,0,0,3.90639836548931e-05,0.000397052024190203,0.000983011449916309,0.000823384165869781,0.000392289271575072,0.000117686781472522,0.00100994114134154,0.0002178446829071,0.00259246125549181,0.00460634182036815,0.00530665179158828,0.00429684049225308,0.199565425354963,0.199347688922079,0.00277174201881893,0.00277188220546792
"140",139,1287.71047334635,0.0688043344726105,564.295616919369,16.7823948772123,1.20605722327283,1.83625650691868,250.085854802352,1.47826223650457,0.792162390947736,90.0139223243733,2.77188206518876,0.105968479481909,0.00373690166229622,0.0108808529066394,0.0864735001500877,0.00304942533892105,1.45176202018532,0.913729010768116,2.491305477509,2.83547748132353,0,0,3.90639855763715e-05,0.00039705253422821,0.000983011614369122,0.000823384243112769,0.000392289328951493,0.000117686798685448,0.00100994107880527,0.000217844657510627,0.0025924612232577,0.00460634072260557,0.00530665178240045,0.00429684022618971,0.199565401928117,0.199347665681998,0.00277174169344606,0.00277188206518876
"141",140,1287.7098885668,0.0688043073036346,564.295807130938,16.782404518143,1.20605722128339,1.83625639353782,250.086472454042,1.47826206268173,0.792162298438201,90.0140224822108,2.77188192472432,0.105968466846715,0.00373690121672534,0.010880851609673,0.0864734847122629,0.00304942479451736,1.45176201808024,0.913728903326552,2.49130545903675,2.8354771856814,0,0,3.90639875102971e-05,0.000397053043787618,0.000983011778606,0.000823384320254333,0.000392289386176083,0.000117686815852825,0.0010099410164458,0.000217844632070505,0.00259246119118336,0.00460633962435583,0.00530665177364691,0.00429683996087849,0.199565378462034,0.199347642401973,0.00277174136752825,0.00277188192472432
"142",141,1287.70930646753,0.06880428007825,564.295997092446,16.782414153553,1.20605721939138,1.83625628047783,250.087090105613,1.47826188856961,0.792162205770647,90.0141226400057,2.77188178407424,0.105968454199345,0.00373690077072507,0.0108808503114568,0.0864734692723002,0.00304942425003827,1.45176201607825,0.913728795706173,2.49130544075117,2.83547688955731,0,0,3.90639894569164e-05,0.000397053552860823,0.000983011942626924,0.000823384397294464,0.000392289443246163,0.000117686832973849,0.0010099409542628,0.000217844606586928,0.00259246115926599,0.00460633852563088,0.00530665176532209,0.00429683969631811,0.199565354956897,0.199347619082183,0.00277174104106802,0.00277188178407424
"143",142,1287.70872694608,0.0688042527934451,564.29618680386,16.7824237833198,1.20605721759561,1.83625616773816,250.087707757064,1.47826171416952,0.79216211294577,90.014222797758,2.77188164323819,0.105968441539787,0.00373690032429501,0.0108808490119895,0.0864734538302499,0.00304942370548557,1.45176201417809,0.913728687907799,2.49130542264978,2.83547659295338,0,0,3.90639914164704e-05,0.000397054061440342,0.000983012106431864,0.000823384474233148,0.000392289500159128,0.000117686850047738,0.00100994089225599,0.000217844581060087,0.00259246112750292,0.00460633742644245,0.00530665175742069,0.00429683943250729,0.199565331412885,0.199347595722803,0.00277174071406784,0.00277188164323819
"144",143,1287.70814990402,0.0688042254460294,564.296376265139,16.782433407323,1.20605721589506,1.83625605531828,250.088325408397,1.4782615394828,0.792162019964275,90.0143229554677,2.77188150221579,0.10596842886805,0.00373689987743546,0.0108808477112712,0.0864734383861635,0.00304942316086106,1.4517620123787,0.91372857993226,2.49130540473052,2.83547629587182,0,0,3.90639933892318e-05,0.000397054569518779,0.000983012270020786,0.000823384551070369,0.000392289556912215,0.000117686867073664,0.00100994083042505,0.000217844555490176,0.00259246109589187,0.00460633632680232,0.00530665174993828,0.00429683916944477,0.199565307830178,0.19934757232401,0.00277174038653025,0.00277188150221579
"145",144,1287.70757524684,0.0688041980330241,564.296565476234,16.7824430254436,1.20605721428873,1.83625594321761,250.088943059611,1.4782613645108,0.792161926826865,90.0144231131348,2.7718813610067,0.10596841618414,0.00373689943014664,0.0108808464093028,0.0864734229400911,0.00304942261616652,1.45176201067898,0.913728471780383,2.49130538699131,2.83547599831478,0,0,3.90639953754515e-05,0.000397055077088878,0.000983012433393647,0.000823384627806107,0.000392289613502841,0.000117686884050852,0.00100994076876969,0.000217844529877388,0.00259246106443058,0.00460633522672207,0.0053066517428704,0.00429683890712921,0.199565284208958,0.199347548885981,0.00277174005845776,0.0027718813610067
"146",145,1287.70700288374,0.0688041705516694,564.296754437085,16.7824526375643,1.20605721277558,1.83625583143558,250.089560710708,1.47826118925488,0.792161833534262,90.0145232707594,2.77188121961057,0.105968403488065,0.00373689898242885,0.0108808451060851,0.0864734074920842,0.00304942207140376,1.45176200907787,0.913728363453011,2.49130536943004,2.83547570028447,0,0,3.90639973753562e-05,0.00039705558414354,0.000983012596550396,0.000823384704440337,0.000392289669928608,0.000117686900978583,0.00100994070728957,0.000217844504221922,0.0025924610331168,0.00460633412621324,0.00530665173621257,0.00429683864555926,0.199565260549409,0.199347525408897,0.00277173972985291,0.00277188121961057
"147",146,1287.70643272752,0.068804142999578,564.296943147628,16.7824622435697,1.20605721135452,1.83625571997164,250.090178361686,1.47826101371639,0.792161740087176,90.0146234283413,2.77188107802707,0.105968390779825,0.00373689853428206,0.0108808438016184,0.0864733920421944,0.0030494215265746,1.4517620075742,0.913728254950979,2.49130535204445,2.8354754017831,0,0,3.90639993891268e-05,0.000397056090675824,0.000983012759490978,0.000823384780973035,0.000392289726187435,0.000117686917856231,0.0010099406459844,0.000217844478523973,0.00259246100194813,0.00460633302528714,0.00530665172995989,0.00429683838473364,0.199565236851713,0.199347501892938,0.00277173940071824,0.00277188107802707
"148",147,1287.70586469452,0.068804115374342,564.297131607792,16.7824718433459,1.20605721002453,1.83625560882522,250.090796012547,1.4782608378967,0.792161646486332,90.0147235858807,2.77188093625584,0.10596837805943,0.00373689808570661,0.0108808424959032,0.086473376590474,0.00304942098168089,1.45176200616689,0.913728146275135,2.49130533483246,2.83547510281288,0,0,3.90640014169525e-05,0.000397056596678901,0.000983012922215331,0.00082338485740417,0.00039228978227722,0.000117686934683166,0.00100994058485387,0.000217844452783741,0.00259246097092238,0.00460633192395505,0.00530665172410794,0.00429683812465101,0.199565213116055,0.199347478338285,0.00277173907105632,0.00277188093625584
"149",148,1287.70529870447,0.0688040876735909,564.297319817497,16.7824814367808,1.20605720878468,1.83625549799573,250.091413663291,1.4782606617972,0.792161552732457,90.0148237433775,2.77188079429656,0.105968365326896,0.0037368976367031,0.0108808411889409,0.086473361136975,0.00304942043672445,1.45176200485495,0.913728037426331,2.49130531779218,2.83547480337607,0,0,3.90640034590259e-05,0.000397057102146059,0.000983013084723387,0.000823384933733712,0.000392289838195891,0.000117686951458767,0.00100994052389765,0.000217844427001426,0.00259246094003753,0.00460633082222819,0.0053066517186526,0.00429683786531001,0.199565189342621,0.199347454745123,0.00277173874086974,0.00277188079429656
