"","PTH_g","PTH_p","D3_p","FGF_p","Ca_p","Ca_f","Ca_b","PO4_p","PO4_f","PO4_b","PO4_c","CaHPO4_p","CaH2PO4_p","CPP_p","CaHPO4_f","CaH2PO4_f","CaProt_p","NaPO4_p","Ca_tot","PO4_tot","EGTA_p","CaEGTA_p"
"1",3.95252516672997e-323,0,135.276975798419,4.95093399450975,0.58930437901727,0.897227282346784,262.109976789696,1.84336513502324,0.987810354796314,96.7227951807534,3.45561176579289,0.0645666633064686,0.0022768966074445,0.00662971023082098,0.0526879760189357,0.00185800330553375,0.756140786128736,1.13940284709278,1.13181843529073,3.37914125226075,0,0
