"","PTH_g","PTH_p","D3_p","FGF_p","Ca_p","Ca_f","Ca_b","PO4_p","PO4_f","PO4_b","PO4_c","CaHPO4_p","CaH2PO4_p","CPP_p","CaHPO4_f","CaH2PO4_f","CaProt_p","NaPO4_p","Ca_tot","PO4_tot","EGTA_p","CaEGTA_p"
"1",204.977575195755,0.00157679174342706,5971.55031174515,25.8106470207813,1.88687933749322,2.87275746862013,299.232318014227,1.17558872037884,0.629967161860037,90.1339139398217,2.20422885294951,0.13171767751418,0.00466701312702023,0.0135264607490736,0.107482946584464,0.00380832954321188,2.12608696013401,0.726419526744998,3.87577744901743,2.37481939851411,0,0
